dated,rating,label,review
2024-03-09 05:54:12,5,Positif,Bisa membantu mencari bahan untuk inspirasi agar bisa inovasi lebih baik dengan masuk Pinterest ini
2024-03-09 04:58:51,4,Positif,"aplikasi nya bagus, cuman gambar ga bisa di unduh. padahal memo hp ku ga penuh+udah update, kenapa ya? tolong diperbaiki"
2024-03-08 20:12:06,5,Positif,Mashaallah aplikasi sangat berguna.tp sayang ga bisa unduh gambar
2024-03-08 16:42:49,5,Positif,Sangat bagus karena menggunakan aplikasi ini saya jadi dapat gambar gambar yang saya cari pokoknya terdebest sih kalau kata saya itu aja maksih asalamualaikum wr. Wb.
2024-03-08 12:16:53,5,Positif,Bagus bgt bisa ambil foto dan juga bisa liat video mantep lah ✨
2024-03-08 11:25:54,5,Positif,Aplikasi ya bagus sama banyak banget gambar yang cantik-cantik dan aesthetic sama ada juga tutor menggambar jadi udah bagus banget hhe
2024-03-08 08:54:18,4,Positif,Pas mau update loadingnya lama tpi y udh lh yh
2024-03-08 06:19:15,1,Negatif,"gambarnya gabisa diunduh padahal udah pencet beberapa kali, tolong di perbaiki lagi🙏🏻"
2024-03-08 05:40:26,4,Positif,Aplikasinya sangat bagus tetapi tolong vidio di pinterest nya bisa Di download karena aku cari aplikasi download nya banyak yg jelek(tolong vidio di pinterest bisa di download langsung dari aplikasi ini langsung)
2024-03-08 03:04:28,2,Negatif,Entah kenapa saya tidak bisa mendownload foto nya padahal jaringan saya bagus (tolong dibantu)🙏🙏
2024-03-08 00:36:12,1,Negatif,"Semakin tidak jelas, pembatasan tanpa jelas alasan, pencarian tidak akurat, terlalu banyak ai dan plagiarisme, filter buruk"
2024-03-07 14:49:54,5,Positif,Aplikasi bagus tapi daftar nya susah
2024-03-07 12:41:22,4,Positif,"aplikasinya udah bagus foto² dan template² yg saya inginkan ada, tapi makin kesini aplikasi ini udah gk bisa menyimpan gambar lagi, bacaannya gagal menyimpan,tolong donk di tanganin"
2024-03-07 10:51:47,5,Positif,"Aplikasi bagus ,, komplit dengan kata2,,dan poto2nya"
2024-03-07 08:29:08,5,Positif,"Kalian yg tidak bisa, menyimpan coba ke info apl terus izinkan bagian penyimpanan, aku baru coba dan ternyata bisa mengunduh😋semoga bermanfaat🙏"
2024-03-07 06:52:32,5,Positif,Bguss aku suka bisa cari² foto tapi banyak yang bilang klo gak bisa unduh gambar di pin itu karena kalian belum izin unduh gambar sekian terimah gaji hanya bantu yang gk tau aja yaaaa♡♡
2024-03-07 03:52:39,2,Negatif,Sangat kesal dan marah dengan pinterest karena tiba-tiba beberapa papan yang sudah saya privasi di hilangkan tanpa pemberitahuan terlebih dahulu. Tolong dong papan saya di kembalikan seperti semula. Kalau tidak maaf saja aplikasi ini akan ku lenyapkan dari hp saya dan dari hp orang orang yang pernah saya rekomendasikan. Terimakasih.
2024-03-06 14:25:30,1,Negatif,"kok ga bisa mengunduh ya? saya udah berkali-kali hapus dan pasang kembali tapi tetep aja gabisa katanya ""maaf pengunduhan anda gagal"" kuota aman loh, udah update juga. masalah nya apa ya?"
2024-03-06 13:56:36,4,Positif,"Aplikasi nya bagus, Lancar download gambarnya, tapi ada 1 kendala yg aga nyebelin, yaitu saat lgi membalas seseorg, kadang pesan yg ingin kita kirim/membalas pesan org lain itu kyk loading lama buanget, kyk g bisa di balas, itu knp yah?"
2024-03-06 12:46:39,5,Positif,Aku suka bgt sama aplikasinya Karenya bagus dan banyak video yg luxu luxu Hehew 😆🤣 0_0 '-_-' ok
2024-03-06 11:43:10,5,Positif,Aplikasi nya sangat bagus . Membantu saya mencari banyak foto dan refrensi 😁✨
2024-03-06 11:26:44,2,Negatif,Gambar ny GK bisa diunduh padahal udah di coba berkali-kali tetap GK bisa
2024-03-06 09:56:09,2,Negatif,Tolong perbaikin pinterestnya gk bisa di unduh
2024-03-06 06:56:22,4,Positif,"Kenapa ya ko mau simpan foto ga bisa2 bacaan nya ""foto gagal di simpan"" padahal tadi nya fine2 aja"
2024-03-06 05:49:39,1,Negatif,Tidak bagus login juga gak bisa👎👎👎👎
2024-03-06 04:56:30,1,Negatif,Pinterest main hapus aja lalu banding do batasi 7 hari padahal sibuk tidak sempat lihat email. Jelek sekali sistemnya. Lama lama kubuang pinterest ini dari aplikasiku.
2024-03-06 03:06:20,4,Positif,Ini kenapa gak bisa di unduh gambar ngbug kah tolong dong mind di perbaiki
2024-03-06 02:48:29,4,Positif,𝑴𝒂𝒚𝒂𝒏 𝒕𝒂𝒑𝒊 𝒃𝒂𝒈𝒖𝒔 𝒋𝒂𝒅𝒊 𝒍𝒆𝒃𝒊𝒉 𝒕𝒊𝒏𝒈𝒌𝒂𝒕𝒌𝒂𝒏 𝒍𝒂𝒈𝒊 𝒔𝒆𝒎𝒆𝒏𝒕𝒂𝒓𝒂 𝒂𝒌𝒖 𝒓𝒂𝒕𝒆 𝒃𝒊𝒏𝒕𝒂𝒏𝒈 𝟒 𝒅𝒖𝒍𝒖 𝒚𝒂
2024-03-06 02:30:07,5,Positif,Fotonya pada bagus semua terus ga terlalu boros kuota ponya bagusss
2024-03-05 17:18:32,1,Negatif,kecewa berat kok banyak yang vulgar?! sama juga pernah nemu categori badan cewe tanpa baju . iya bagus bagus tapi bisa gak hilangin semua yang vulgar hah? iya tau ini buat 12+ keatas tapi masih ada yang 18+ . _.
2024-03-05 14:11:24,1,Negatif,Kenapa saat saya mau mendownload Poto di pin selau tidak bisa gagal terus
2024-03-05 14:05:13,1,Negatif,Aplikasi sampah baru download langsung ada tulisan gagal mengunduh !!
2024-03-05 13:51:48,2,Negatif,"Aplikasi nya tidak bisa mengunduh gambar padahal sdh uninstall terus download lagi selalu muncul ""gagal menyimpan"
2024-03-05 11:36:25,5,Positif,"Pinterest Aplikasi yang sangat Bagus, Membantu kreator Untuk Menciptakan kreasi dengan foto dan gambar yang Bagus dan Indah serta Berkualitas.Harapan saya kedepan Interest terus Berkembang dengan tidak Meninggalkan Ciri ciri khusus dan khas bagi Pinterest itu Sendiri. Demikian atas segala Kekhilafan Mohon maaf sebesar besarnya."
2024-03-05 10:44:46,5,Positif,"Sukaaa jadi bisa lihat gambar"" yg bagus dan sesuai keinginan jadi lebih mudah dapet foto"""
2024-03-05 09:58:57,5,Positif,"App yang membantu, banyak referensi yang bisa di dapat dari App ini. Tapi, saya memiliki complaint, App ini terkadang bermasalah dalam hal ‘save photo’. Hal ini sering sekali saya dapati, setelah saya klik ‘save’ akan ada notifications bertuliskan ‘Failed to save’. Awalnya saya pikir memang signal saya yang kurang bagus, namun ketika saya cek, ternyata Internet connection saya lancar-lancar saja. Tapi ini bukan masalah yang besar, walau sedikit menganggu kenyaman, saya tetap menyukai Pinterest."
2024-03-05 09:58:21,1,Negatif,Gambar yang mau di simpan ga bisa di download malah tulisan nya gagal tolong di perbaiki dong
2024-03-05 09:41:29,2,Negatif,Ga bisa searching foto lagi dari galeri. Inputannya selalu salah
2024-03-05 09:33:02,5,Positif,"Postingan foto² luar biasa, kerennnnn bangetttt,,,saya sering kehabisan kuota u aplikasi ini hehehhe,,, Kesulitannya bagaimana download gambarnya?"
2024-03-05 00:01:24,5,Positif,Aplikasi pinterest ini bagus banget karena pinterest aku bisa gambar
2024-03-04 17:57:30,1,Negatif,"knpa ya stiap mau ngunduh gmbar nya sllu "" gagal mengunduh "" ?? itu bug apa gmna yaa??"
2024-03-04 12:23:42,5,Positif,Berguna banget aku nyari foto langka yaitu foto Boboiboy sori bisa langsung ketemu disini kalau di google carinya susah dan jelek jelek udah burik kalo di aplikasi ini ga burik foto nya jernih semua
2024-03-04 10:58:44,4,Positif,"Untuk aplikasi nya sudah bagus tapi ada sesuatu yang membuat saya agak sedikit kesal yaitu mengapa saya tidak bisa unduh gambar yang ada di pinterest, dan selalu gagal menyimpan padahal sebelumnya tidak seperti ini jadi saya berharap untuk bisa memperbaiki nya dengan maksimal, sekian🙏"
2024-03-04 06:38:11,5,Positif,Hai semua nya aku mau kasih ulasan tentang aplikasi ini menurut ku aplikasi ini bagus dan aku juga pake ini untuk bikin drama roblox sih aku juga pake untuk bikin t-shirt di roblox.dan ga ada masalah nya dengan aplikasi ini ok segitu aja ya bye makasih pinterest
2024-03-04 06:28:44,5,Positif,"Aplikasi nya bagus foto"" nya ga burem aku suka setiap ada apa"" yang harus pake foto internet pasti cari disini karna pilihan banyak ga ngelag foto ga burem, bahkan karna aku pake foto dari Pinterest temen"" aku pada nanya gimana caranya biar foto nya ga burem trus aku kasih tau dan pada Download buat yang mau Download Pinterest ini silahkan banget Karna bener"" bagussss"
2024-03-04 01:54:22,5,Positif,"Saya suka dengan aplikasi ini, karena semuanya ada disini seperti seni, hewan, pemandangan, DLL. Semuanya bagus dan menarik, aplikasi ini membantu mencari informasi yg dibutuh/ foto yg dibutuh"
2024-03-03 14:15:51,5,Positif,Aku suka aplikasinya bisa nemuin apa aja yang aku mau cari tapi ini aku gak tau ini eror atau emang begini ini saat aku nyari itu biasanya ada masalah saat muncul gambar nya gambarnya itu jadi kosong kek misalnya aku nyari makanan tradisional itu munculnya gak ada gambar nya tapi ada si beberapa ada gambarnya tapi cuma setengah gitu ini mohon di perbaiki ya
2024-03-03 13:31:54,2,Negatif,"Ngga jelass, banyak audio yang tidak tersedia di lokasi anda. Aneh!!! Padahal dulu ngga begitu"
2024-03-03 11:55:47,1,Negatif,"apaansi anjg, udah download berkali-kali tetep ga bisa simpen foto selalu ada tulisan ""gagal menyimpan"" kek apalah ajg, wifi gua bagus bagus aja tuh normal kenapa ini malah gk bisa."
2024-03-03 11:36:33,5,Positif,"Apk nya bagus, banyak gambar yang bisa jadi ide buat aku, aku suka banget ngegambar dan pake apk ini aku bisa cari ide gambar yang bagus,, pokoknya bagus banget... Gausah liat ke bawah langsung unduh aja... Gausah ragu.. ya meskipun menghabiskan lumayan banyak penyimpanan tapi gapapa, tetep bagus kok apk nyaa.."
2024-03-03 11:16:54,1,Negatif,aplikasi aneh masa menyimpan foto orang cosplay doang bisa dinonaktifkan akunnya. padahal hanya sedikit bahkan bisa dibilang ga ada unsur sensual. udah 2 akun yang dinonaktifkan karena hal itu udah berkali-kali menghubungkan pihak pinterest tetep aja ga di aktifkan
2024-03-03 10:58:51,2,Negatif,Apk nya udah bagus tapi kenapa ya? Tiba tiba ga bisa unduh gambar padahal jaringan dan penyimpanan saya gak penuh dan ga lemot jaringan nya tapi kenapa ya? Tolong di perbaiki lagi ya mohon bnget
2024-03-03 10:21:37,1,Negatif,"Tolong pinterest sekarang ga sebagus dulu ga bisa save foto secara gratis, mengunduh gagal terus tolong perbaiki sangat mengganggu"
2024-03-03 10:00:38,2,Negatif,"baut developer nya kok saya ga bisa download gambar nya ya? selalu ada kata ""gagal menyimpan"" padahal udah ku install lagi sama aku login di acc lain ny jga sama aja tolong di perbaiki ya☹️☹️"
2024-03-03 09:41:25,5,Positif,Aku suka banget sama aplikasi ini karena isinya aesthetic bagus bagus dan lucu lucu aku suka banget tapi ad masalah yang membuat ku marah si tapi ya gak marah juga cuman kalau rumah mati lampu kan sudah gak bisa pakek plikasi ini lagi jadi yaudah
2024-03-03 09:16:16,2,Negatif,"Pinterest gk jelas bgt makin di update mlh gk bisa unduh gambar,pdhl dlu pas masih pke bisa unduh gambar dan gk ada kendala sama sekali,sekarang mlh error gk bisa unduh gambarnya"
2024-03-03 07:48:42,1,Negatif,Buat masukin tanggal lahir aja gak pernah bisa selalu cuma ada tulisan UPS maaf walaupun ini akun bisnis tapi gunakan tanggal lahir anda padahal udah bener
2024-03-03 07:36:00,4,Positif,Apk nya bagus tapi mengapa saya beri rating 4? Karna waktu mononton video itu ga bisa di croll + saya ga bisa ganti nama dan Masi banyak kekurangan lain nya mohon diperbaiki 🙏🏻
2024-03-03 04:15:18,1,Negatif,Padahal sebelum nya pake aman aman aja mau download gaada masalah sekarang kalo mau download foto pasti gagal terus
2024-03-03 02:09:49,4,Positif,"aplikasinya udah cukup bagus. So perfect, tapi ada sedikit kendala saat ingin menyimpan foto nya, saya sudah berkali kali menekan tombol unduh gambar dan tidak ada satupun foto dari pinterest di galeri saya. Awalnya saya pikir ponsel saya yang sedang ada masalah, jadi saya login lagi ke pinterest dan coba menekan tombol unduh gambar sekali lagi, tapi tetap saja tidak ada dalam galeri saya. Sekian saja, tolong untuk devoloper untuk memperbaiki bug nya. Terimakasih."
2024-03-02 15:31:40,5,Positif,"Aplikasi pencari gambar/foto terbaik, saya ingin membantu jawab mengapa banyak orang yang tidak bisa menyimpan gambar ke memori perangkat itu disebabkan oleh IZIN PENYIMPANAN PINTEREST BELUM DI AKTIFKAN.Cara mudah mengatasi hal tersebut ialah pergi ke info aplikasi pinterest lalu klik izin dan aktifkan izin penyimpanan"
2024-03-02 13:28:45,1,Negatif,Maaf saya kasih bintang 🌟 karena pas saya lihat gambar saya mau menyimpan nya tiba tiba muncul gagal menyimpan nah itu saja yang saya sampaikan terimakasih 🙏🏻🙏🏻
2024-03-02 12:14:55,1,Negatif,"Pinterest aplikasi nya bgs cuma pas aku mencet gambar trus aku mau unduh tiba-tiba ada tulisan ""gagal menyimpan"" apapun yg aku pencet trus unduh pasti ada tulisan ""gagal menyimpan"" tolong pinterest di perbaiki lagi ya, jadi burik bgt sih, percuma download apk nya, tapi gabisa di guna in, dasar apk sampah"
2024-03-02 10:42:18,4,Positif,Aplikasi ny sii udh bgs tp kyk ada bug ny gtu tolong di Perbaiki lagi
2024-03-02 09:05:21,2,Negatif,Aku coba daftar tapi gak bisa padahal aku pakek tanggal lahir aku yang asli tapi gak bisa
2024-03-02 07:13:16,1,Negatif,Kurang bagus soalnya saya sudah masuk alamat terus tanggal lahir umur padahal udah bener tapi gabisa terus
2024-03-02 06:31:43,4,Positif,Aplikasi ini bagus tapi aku gak bisa unduh gambar terus keluar tulisan maaf apa gitu aku lupa tolong dong di per baik
2024-03-02 05:17:56,4,Positif,"apk nya bagus tapi kekuranganya ga bisa buat ngunduh gambar,setiap mau ngunduh pasti ada tulisan gagal mengunduh,tolong diperbaiki lagi,kalau bisa secepatnya.itu juga termasuk kenyamanan pengguna apk jni"
2024-03-02 04:57:15,1,Negatif,kenapaaa gabisaaa mengunduhhhhh gambarrrrrrrrrrrr apaa nya yg salahhhhhhhhhhh tolongg dong percuma nge insta kalo gambarnya gabisa di unduh
2024-03-02 04:44:16,1,Negatif,"kalo mo aplot foto, fotonya miring trus rusakk parah ihh!! pdahl sebelumnya baik² aj..!! tolong dongg di perbaiki"
2024-03-02 02:29:19,2,Negatif,untuk selebihnya apknya bagus bahkan baguss sekali namun saya coba save suatu gambar tidak bisa berkali kali saya coba juga tidak bisa ada apa dengan ini?
2024-03-01 14:50:01,1,Negatif,Kenapa setiap mendownload gambar selalu gagal saja
2024-03-01 12:35:59,2,Negatif,Saya kasih bintang 2 karna saya kesel setiap unduh gambar slalu gagal menyimpan tolong diperbaiki
2024-03-01 12:02:33,2,Negatif,Semua nya bagus tapi..tida bisa unduh foto terus²an ga bisa udah di tunggu haru berikutnya sama aja tolong di perbaiki
2024-03-01 11:26:28,5,Positif,Bagus sih tapi sedikit ada masalah gitu tapi bagus
2024-03-01 09:53:05,2,Negatif,"kok gambarnya gak bisa di unduh ya??, atau mungkin gara gara sinyal, internet, atau apa???? ngeselinnnn bangett"
2024-03-01 06:50:11,1,Negatif,"Ini yg login gimana sih knp gak bisa pake akun google aja gak bisa pas bisa suruh isi lahir thn brp udah di isi yg asli tetep gak bisa ,siapa sih yg buat aplikasi ini gak jelas🤬🤬🤬"
2024-03-01 05:00:43,5,Positif,"Good. Disini bisa cari gambar dengan mudah apalagi ide ide kreatif. Pokoknya ngebantu banget deh, thank you"
2024-03-01 04:32:38,5,Positif,Ini beneran bagus karena bisa ambil pin orang yang aeshtetick lohh saya sampai posting di tiktok saya sendiri
2024-03-01 02:01:54,5,Positif,"Aplikasinya sangat bagus, saat aku menyimpan votonya juga hasilnya luar biasa sangat bagus, ku kasih bintang lima untuk aplikasi ini"
2024-02-29 13:41:55,2,Negatif,"Kenapa sih setiap mau donwload gambar kok selalu gagal, tolong di perbaiki nanti gw kasih bintang 5 kalo udah di perbaiki"
2024-02-29 13:28:52,4,Positif,Suka karna membantu mencari foto/wallpaper
2024-02-29 13:03:00,2,Negatif,kenapa ya tidak bisa mengunduh gambar?
2024-02-29 09:48:05,1,Negatif,"Padahal dulu bagus bagus aja, pas mau meyimpan gambar kok malah 'gagal menyimpan"" ???"
2024-02-29 09:35:59,4,Positif,"bagus suka aplikasi nya , tapi kadang suka eror😁😉"
2024-02-29 08:46:23,5,Positif,Karena pinterest telah memberikan banyak foto lukisan dan gambar yang indah dan unik Dan memberikan saya pilihan wallpaper handphone yang bagus 👍👍👍👍😍😍😍😍😍terimakasih pinterest semoga dapat menjadi aplikasi yang berguna untuk kedepannya
2024-02-29 02:54:43,1,Negatif,"Sangat buruk, tidak Bisa download gambar"
2024-02-29 01:37:54,4,Positif,"Pertama apknya bagus banget,tapi kenapa ya setelah di uninstal masuknya mau pakai akun lama tapi ga bisa ngunduh gambar udah satu minggu ini terus udah ganti akun juga ga mau ngunduh gambar"
2024-02-29 00:15:06,2,Negatif,"Sudah beberapa hari ini kenapa aplikasinya ngk bisa berjalan, setiap mau unduh gambar pasti gagal padahal jaringan saya sangat bagus, tolong diperbaiki secepatnya"
2024-02-28 15:24:24,1,Negatif,Tolong ya ini saya mau login terus di suruh nentuin tgl lahir trus udah tak isi tapi kok masih g bisa login tolong bantuan???
2024-02-28 14:41:14,1,Negatif,Padahal saya udah kasi tahun saya tapi g bisa sampe saya stres tolong di berbaiki saya sampe stres bgt dasar game sampah g guna padahal saya kasih tahun ngasal tapi g bisa GAME GA GUNA+SAMPAH
2024-02-28 14:27:40,5,Positif,Bagus ga ngebug sama sekali cocok buat aku yang suka sama foto aesteticc dann lucuuu aplikasi nya bagus untuk di pakai banyak foto foto aestetic dan fotonya bagus bagus tapi kalo ga ada kuota ga bisa kayak mutar² tapi menurut ku baguss kualitas nya banyak foto foto lucu sangat sangat bagus lucu keren keren kayak banyak animasi cocok buat pp WhatsApp atau tiktok dan kalo malem malem suka muter muter emang kayak gitu ya min tapi bagus kok bisa Nemu Vidio lucu lucu dan lainn lainn nya masih banyak
2024-02-28 13:13:30,5,Positif,Aplikasi ini membantu saya mencari ide dan gambar2. Saya sangat senang menggunakan pinterest saat saya sedang merasa bosan. Apapun ide yang saya cari pasti tersedia dengan gambar2 yang berkualitas. Terimakasih sudah menemani hari hari saya pinterest <3
2024-02-28 12:39:12,1,Negatif,"kok gagal menyimpan si, padahal penyimpanan longgar dan internet lancar, kecewa berat😔💔"
2024-02-28 11:28:22,5,Positif,"Alhamdulillah, lebih enak belajar lewat sini nggak ada iklannya"
2024-02-28 10:30:07,1,Negatif,"sebenernya uda bagus tapi sering banget bug gagal menyimpan, tolong di perbaiki, apk ny jadi jelek dan berguna bngt klo g bisa di undur gambar, masa pajangan doang, minimal benerin dulu bug🙄🙄"
2024-02-28 04:10:27,1,Negatif,kenapa saya mau menyimpan gambar nya tapi tidak bisa(gagal menyimpan)
2024-02-27 23:57:33,5,Positif,"Bagus banget,kalau mau cara foto bias atau tutorial yang berguna, ada di sini"
2024-02-27 22:31:08,1,Negatif,"Kenapa apa yang saya terbitkan baru ada yang lihat saat saya aktif? Ini sangat menggangu,tolong perbaiki masalah ini karena ada waktu di mana saat saya tidak bisa terus aktif tapi konten saya tetap saya jadwalkan,kenapa masalah tidak bisa menerbitkan muncul kembali? Tolonglah perbaiki masalah ini setelah itu saya akan langsung menaikan rating saya seperti semula, penyimpanan saya masih bagus jadi tolong buat itu bisa untuk di gunakan di handphone realme C21 saya."
2024-02-27 13:19:03,5,Positif,"bagus cuman, knp pas aku mau cari foto/pin yg sama di bagian pencarian (yg kamera itu!), knp pas aku mau cari knp gak muncul ya? ""tidak terdeteksi"" kek mksd?!!"
2024-02-27 11:47:03,1,Negatif,"Kecewa berat, krna ga bisa di unduh semenjak updatean terbaru😑🤨"
2024-02-27 11:29:56,4,Positif,Aplikasi nya emng bagus tapi pas menyimpan file nya suka Gk ada
2024-02-27 11:27:11,5,Positif,Pengalaman ini sangat seru sekali masalah nya pas aku kasih tanggal lahir aku gak bisa terus padahal sudah asli tapi masih gak bisa jadi aku bingung jadi tolong di liat liat dulu ya itu apk nya😅😁🌷
2024-02-27 10:30:34,4,Positif,Pinteres sangat memberi imformasi di segala hal
2024-02-27 09:51:59,1,Negatif,"ada apa ya dengan pinterest nya? kenapa pas mau ambil gambarnya ada tanda ""gagal mengunduh"" padahal memori saya ga penuh tapi kenapa tetep gabisa? tolong dong diperbaiki secepatnya susah kalo mau download foto' di pinterest."
2024-02-27 05:17:54,5,Positif,Tolong ini saya sangat minta tolong ko bisa admin pinterest menciptakan aplikasi se bagus ini sih serius ini bagus parah woiii bagus banget sangat rekomen buat di download
2024-02-27 04:03:14,2,Negatif,Anehh ini apk udah beberapa kali masukin tgl lahir pdhl Udah bener ..ttep aja ga bisa login
2024-02-26 21:02:36,1,Negatif,Pinterest ny error tolong di perbaiki saya daftar gk bisa bisa padhl udh bener semua perbaiki secpatny kecewa banget ama apk ini sangat tidak bagus
2024-02-26 17:20:11,5,Positif,MEMPERMUDAH INFORMASI PUBLIK DAN PRIVAT
2024-02-26 14:15:28,4,Positif,"bagus banget,sangat membantu. tetapi biasanya ketika saya mengunduh ada tulisan ""gagal menyimpan!"" itu membuat saya sedikit kesal,jadi semoga bisa cepat diperbaiki"
2024-02-26 13:52:08,2,Negatif,"kok akun ku gabisa nyimpen foto padahal sebelum nya bisa loh, tolong dong pinterest di perbaiki 🙏🏻"
2024-02-26 13:15:32,1,Negatif,"Gagal mengunduh mulu capek gw lu knp dah ngeleg kagak anj,jangan bikin orang emosi dah,udah beberapa kali di coba tetep aja gitu perbaiki lah dari dulu gitu mulu.coba lah kasih solusi nya anj ngapain buat ulasan di diemin mulu coba bales kasih solusi."
2024-02-26 10:31:12,5,Positif,"Hallo nama ku aura , aplikasi ini sangat membantu ,bagus untuk mencari foto,dan fotonya pun jelas dan bagus ,ok segitu aja ya makasih"
2024-02-26 09:40:54,1,Negatif,"Paan si kok dari kemaren sampe sekarang ""gagal menyimpan"" mulu padahal ada keperluan loh? Udah coba berbagai hal dari hapus data apk sama hapus download lagi tetep aja gabisa tru gimana mau ngedit kan jadi susah nyari gambarnya"
2024-02-26 08:55:57,2,Negatif,Tidak bisa mengunduh gambar
2024-02-26 08:16:17,1,Negatif,"apk sampah, pas login di bagian usia selalu salah, konsep di usia nya gimana sih, gk jelas"
2024-02-25 16:19:15,2,Negatif,"Kok skrg jadi gk bisa unduh gambar ???? Jelek bgt, ydh coba hapus data, hapusin memoori yg pnuh, udah un instal dan download ulang udh 3x masih tetap gak bisa unduhhh. Kecewa aja pdhl bagusss sblmnya"
2024-02-25 12:22:29,2,Negatif,Saya login kan disuruh untuk isi bulan lahir kan saya sudah betul ngisinya tapi tidak bisa itu kenapa ya?..
2024-02-25 11:54:18,5,Positif,Apk ini sangat membantu mencari gambar sayang bagus
2024-02-25 10:05:28,5,Positif,"Aplikasi nya sangat bagus..aku suka banget..tapi knp kalo aku lagi download gambar tuh..kayak ada batasnya gitu,dulu kan kalo mw download gk ada batasnya..sekarang ada,tapi sya tetep suka aplikasi nya keren dan bagus bangett ^_^ saya biasa nya kalo gabutt..gitu sering banget lihat pinterest terus cari kayak bikin² sesuatu gitu,aku suka bet i love your pinterest !!"
2024-02-25 09:11:22,1,Negatif,Tolong perbaiki aku coba gabisa donload fto pin nya semenjak di apdet
2024-02-25 07:21:44,5,Positif,Aplikasi nya bagus dan ngga nge bug sama sekali kurangnya notifikasi yang sudah sya blok tetap kembali itu saja sih makasihh
2024-02-25 02:26:53,1,Negatif,tidak bisa mengunduh gambar
2024-02-24 17:33:49,1,Negatif,"Kok udah di update jadi *gagal menyimpan* terus sih , tolong ini error atai gimana? diperbaiki ya , soalnya pinterest penting bgt ."
2024-02-24 16:13:14,1,Negatif,Kok jadi gabisa nyimpan gambar? Tolong perbaiki ya 🙏
2024-02-24 13:25:22,5,Positif,Ini aplikasi nya bagus kalo aku mau poto buat di tiktok ini aplikasi nya membantu aku bgtt
2024-02-24 11:10:43,1,Negatif,Cuma umur 15 gak bisa masuk tolong diperbaiki kan bukan bisnis cuma apk
2024-02-24 08:04:37,1,Negatif,"ga nyaman banget setelah pencet unduh tiba"" muncul kontak pas mau pencet simpan gambar malah jadi terkirim di kontak"
2024-02-24 07:27:55,1,Negatif,Maaf aku kasih bintang satu soalnya erorr banget ga bisa unduh gambar padahal udahku hapus dan download lagi tapi tetep ga bisa
2024-02-24 07:23:48,5,Positif,"Baguss bangettt, dulu kalau nyari foto itu di google + susah banget dapatnya, tapi karena ada pinterest jadi gampang nyari foto, sukaaa bangett sihh"
2024-02-24 06:31:55,1,Negatif,Gak bisa unduh gambar
2024-02-24 04:42:44,1,Negatif,Saya ingin ambil foto tidak bisaa!!!! Padahal internet saya bagus loh! Ini aplikasi sungguh mengecewakan.
2024-02-24 02:40:16,1,Negatif,Gagal mengunduh terus gatau kenapa padahal butuh buat download
2024-02-24 01:14:27,1,Negatif,"saya ingin menyimpan foto kok malah ""maaf pengunduhan gagal"" kenapa ya? padahal memori saya tidak penuh dan semua nya gak ada yang aneh, saya lebih suka pinterest yang dulu dari pada yang sekarang, mohon diperbaiki agar yang lain lebih mudah dalam mengambil foto/video, terima kasih atas perhatian nya🙏"
2024-02-23 23:06:02,4,Positif,Halo pinterest yang terhormat aplikasi nya memang bagus saya memakai ini hampir 3 tahun dan baru kali ini saya terkena bug tidak bisa mengunduh gambar sudah ber hari hari masih tidak bisa kenapa ya? Dan tolong di benarkan ya.
2024-02-23 13:32:23,2,Negatif,Pinterest saya tidak bisa mengunduh gambar tolong perbaiki
2024-02-23 09:07:36,4,Positif,"Apk nya bagus, tapi kenapa gambarnya tidak bisa di unduh/Simpan??"
2024-02-23 08:03:13,5,Positif,"Bagus bgtttt suka ambil contoh pixel art disini, gambar disini juga dibanding sama Google disini lebih bagus sukak , disini juga Aesthetic-Aesthetic loh, cara pakai aplikasi nya juga mudah, untuk bug nya tolong di perbaiki ya!"
2024-02-23 07:15:06,5,Positif,"Apknya bagus bgt, kalau mau cari apa aja selalu dapet.. pokoknya bagus deh apk ini, ditingkatkan kembali ya upd nyaa🥰"
2024-02-23 05:43:11,1,Negatif,Aplikasi nya jelek bangett tolong ya diper baiki soalnya setiap mau login pasti ada masalahnya teruss!!!!!!
2024-02-23 04:36:26,4,Positif,"Bagus, bermanfaat, tapi kadang ga bisa download gambar nya & masih belum bisa download Videonya"
2024-02-23 04:20:59,5,Positif,"Yang suka bikin POV harus download sih, selain banyak gambar banyak juga inspirasi dan fotonya itu gak buruk"
2024-02-23 04:17:08,4,Positif,"Bagus sih tapi gimana ya? Cara akun kita hilang soalnya aku mau ganti akun nya maksud ku kek gini, pas aku hapus Pinterest nah pas beberapa bulan misalnya udh 1 bulan ku hapus pas main pinterest akun nya kembali lagi terus ada tulisan kek ""Gagal menyimpan"" gitu aja sih tapi aja nih ya tolong di pembaliki ya.."
2024-02-23 01:41:24,2,Negatif,"Knp sihh setiap buka apk ini tu sering lag padahal jaringan bagus malahan yg foto gk bisa keluar gambarnya, padahal vidionya lancar² ajaaa"
2024-02-22 14:45:55,2,Negatif,"Sampai beberapa hari lalu saya masih bisa unduh gambar, namun dari lusa lalu waktu saya mau coba untuk mengunduh gambar hanya tertera ""gagal mengunduh"". Saya tidak mengerti, tapi mohon untuk di perbaiki secepatnya. Aplikasi ini sudah bagus, namun jika ada perubahan dalam aplikasi harap memberi tahu dan pastikan kenyamanan kami sang pengguna. Saya harap ketidaknyamanan ini dapat segera di akhiri."
